customer_id|Size|Quantity|Date|Payment_Method|list_price|store_channel|discount_percentage|line_amount|is_return|product_id
A1236675|M|1|14MAY2023|Cash|181.5|Retail|0|181.5|0|194943
A1236675|S|2|23DEC2024|Card|227|Retail|0.45|249.8|0|187980
A1236675|G|1|23DEC2024|Card|165|Retail|0.45|90.8|0|186509
A1236675|M|1|30DEC2024|Card|96.5|Retail|0.55|43.4|0|186467
A1237950|M|1|16SEP2023|Cash|307|Retail|0|307|0|193327
A1237950|L|1|15FEB2024|Card|132|Retail|0|132|0|191418
A1237950|M|3|27AUG2024|Card|53|Retail|0|159|0|190765
A1237950|M|1|14FEB2024|Cash|102.5|Retail|0|102.5|0|192224
A1237950|P|1|30DEC2023|Card|104|Retail|0.45|57.2|0|193605
A1237950|M|1|24NOV2024|Cash|373|Retail|0|373|0|187243
A1239449|S|1|24APR2023|Card|179|Retail|0|179|0|196097
A1239449|G|1|24APR2023|Card|158|Retail|0|158|0|194985
A1239449|S|1|24APR2023|Card|79|Retail|0|79|0|195186
A1239449|M|1|24APR2023|Card|327|Retail|0|327|0|196759
A1239449|38|1|17AUG2023|Card|190|Retail|0.5|95|0|193952
A1239449|P|1|01APR2023|Cash|135.5|Retail|0|135.5|0|195999
A1239449|M|1|17AUG2023|Card|103|Retail|0.45|56.7|0|193121
A1239449|S|1|17AUG2023|Card|57|Retail|0.4|34.2|0|191182
A1239449|M|1|24APR2023|Card|184|Retail|0|184|0|195761
A1239449|M|1|25OCT2024|Card|284|Retail|0|284|0|186026
A1239690|P|1|26DEC2024|Card|194|Retail|0.65|67.9|0|185677
A1239690|M|1|26AUG2024|Card|172.5|Retail|0|172.5|0|185775
A1239690|S|1|22SEP2024|Card|250.5|Retail|0|250.5|0|186758
A1239690|M|1|30JUN2024|Card|96|Retail|0|96|0|189663
A1239690|L|1|17MAR2024|Card|115|Retail|0.35|74.8|0|189207
A1240520|M|1|07SEP2024|Card|96.5|Retail|0|96.5|0|186825
A1240520|L|1|15FEB2024|Card|199|Retail|0|199|0|189947
A1240520|M|1|15FEB2024|Card|45|Retail|0|45|0|190470
A1240520||2|15FEB2024|Card|33.5|Retail|0|67|0|189996
A1240520|L|1|28DEC2023|Card|45|Retail|0.45|24.8|0|192576
A1240520|M|1|29NOV2024|Card|237|Retail|0.55|106.7|0|186203
A1241295|M|-1|25DEC2024|Card|144.5|Retail|0|-144.5|1|186107
A1241295|M|1|25DEC2024|Card|125|Retail|0.45|68.8|0|186623
A1241295|M|1|22DEC2024|Card|144.5|Retail|0|144.5|0|186107
A1241295|M|1|22DEC2024|Card|68.5|Retail|0|68.5|0|188007
A1241295|M|-1|25DEC2024|Card|68.5|Retail|0|-68.5|1|188007
A1241318|L|1|08DEC2024|Card|125.5|Retail|0|125.5|0|185529
A1241318|M|1|14DEC2024|Cash|196.5|Retail|0.5|98.3|0|185791
A1241318|P|3|14DEC2024|Cash|116.5|Retail|0.5|174.9|0|186277
A1241318|M|1|05DEC2023|Card|179.5|Retail|0.5|89.8|0|191568
A1241318|M|1|30SEP2024|Card|55.5|Retail|0.4|33.3|0|187386
A1241318|XXL|1|06SEP2024|Card|90|Retail|0|90|0|187246
A1241870|XL|1|06NOV2024|Cash|60|Retail|0|60|0|186959
A1241870|M|1|06NOV2024|Cash|147.5|Retail|0|147.5|0|185567
A1241870|M|1|28AUG2023|Cash|60.5|Retail|0|60.5|0|193013
A1241870|M|1|21MAR2024|Card|209|Retail|0.35|135.9|0|188869
A1241870|M|1|21MAR2024|Card|67.5|Retail|0.35|43.9|0|189715
A1241870|36|1|21MAR2024|Card|119.5|Retail|0|119.5|0|190296
A1241870|M|1|21MAR2024|Card|167.5|Retail|0|167.5|0|191027
A1241870|M|1|21MAR2024|Card|102|Retail|0|102|0|188579
A1241870|L|1|21MAR2024|Card|77.5|Retail|0|77.5|0|188312
A1243867|M|1|10FEB2025|Cash|131|Retail|0|131|0|186355
A1243867|L|1|02DEC2023|Card|113|Retail|0.5|56.5|0|191878
A1243963|M|1|03OCT2023|Card|157.5|Retail|0|157.5|0|193357
A1244324|M|2|01DEC2023|Card|66|Retail|0.55|59.4|0|193147
A1244324|42|1|01DEC2023|Card|86.5|Retail|0.5|43.3|0|192522
A1244324|L|3|02FEB2025|Card|127|Retail|0.35|247.8|0|186311
A1245412|M|1|20APR2024|Cash|162.5|Retail|0|162.5|0|189123
A1245412|S|1|22JAN2024|Card|39|Retail|0|39|0|193443
A1245412|S|-1|21FEB2024|Card|39|Retail|0|-39|1|193443
A1245412|M|1|20APR2024|Cash|91|Retail|0|91|0|188706
A1245433|XL|1|26JAN2024|Cash|115.5|Retail|0|115.5|0|193019
A1245433|XL|1|26JAN2024|Cash|82.5|Retail|0|82.5|0|192653
A1245433|M|1|13DEC2024|Card|125.5|Retail|0.5|62.8|0|187999
A1245504|M|3|28JAN2024|Cash|127|Retail|0|381|0|191277
A1245504|S|1|11MAR2024|Card|139|Retail|0.3|97.3|0|189415
A1245504|S|1|18DEC2024|Cash|143|Retail|0.5|71.5|0|187647
A1245621|M|1|13APR2024|Cash|200|Retail|0|200|0|189146
A1245621|38|1|02DEC2024|Card|192.5|Retail|0|192.5|0|185346
A1245621|36|1|02DEC2024|Card|148|Retail|0.5|74|0|185642
A1245621|XL|1|29NOV2024|Card|81.5|Retail|0.55|36.7|0|185144
A1245621|M|1|29NOV2024|Card|96.5|Retail|0.5|48.3|0|185436
A1245621|P|1|29NOV2024|Card|172|Retail|0.45|94.6|0|187888
A1245621|M|1|02DEC2024|Card|185.5|Retail|0|185.5|0|186680
A1245621|M|1|12JAN2025|Card|120.5|Retail|0.5|60.3|0|186185
A1245621|S|1|02DEC2024|Card|94|Retail|0|94|0|187284
A1245621|M|1|02DEC2024|Card|67|Retail|0|67|0|187385
A1245621|L|1|02DEC2024|Card|318.5|Retail|0.55|143.3|0|187170
A1245771|S|1|10JUL2024|Card|80.5|Retail|0|80.5|0|188657
A1246343|M|1|07JAN2024|Cash|100.5|Retail|0.4|60.3|0|193175
A1246343|G|1|07JAN2024|Cash|78|Retail|0.4|46.8|0|192748
A1246625|M|1|31OCT2023|Card|122|Retail|0|122|0|192144
A1246625|L|1|19NOV2024|Card|93|Retail|0|93|0|187121
A1246625|XL|1|19NOV2024|Card|274|Retail|0|274|0|187872
A1246625|M|1|19NOV2024|Card|188.5|Retail|0|188.5|0|185099
A1246625|G|1|19NOV2024|Card|70|Retail|0|70|0|186069
A1246625|38|1|19NOV2024|Card|218.5|Retail|0|218.5|0|185710
A1247574|S|1|20JUN2024|Cash|189|Retail|0|189|0|189618
A1247574|M|1|25MAY2024|Card|110.5|Retail|0|110.5|0|188123
A1248851|XL|1|09MAY2024|Card|144|Retail|0.2|115.2|0|190039
A1248851|P|1|16MAR2023|Card|101.5|Retail|0.3|71.1|0|195636
A1248971|L|1|12JUL2023|Cash|88|Retail|0|88|0|194345
A1248971|L|3|30SEP2023|Card|91|Retail|0.4|163.8|0|192601
A1248971|L|1|02AUG2023|Card|288|Retail|0|288|0|196499
A1248971|P|1|15FEB2024|Card|89|Retail|0|89|0|191058
A1248971|M|1|06DEC2024|Card|210|Retail|0|210|0|186167
A1248971|S|1|27DEC2024|Cash|245|Retail|0.5|122.5|0|186550
A1248971|M|1|27DEC2024|Cash|122|Retail|0.5|61|0|187814
A1248971|M|1|25NOV2024|Card|266.5|Retail|0.5|133.3|0|185198
A1248971|S|1|25NOV2024|Card|141.5|Retail|0.5|70.8|0|187303
A1248971||2|25NOV2024|Card|76.5|Retail|0.5|76.6|0|185689
A1248971|XL|1|25NOV2024|Card|110.5|Retail|0.55|49.7|0|187585
A1249718|L|1|29OCT2024|Cash|62.5|Retail|0|62.5|0|186086
A1249718|M|1|13APR2024|Card|185|Retail|0|185|0|190518
A1249718|M|1|22MAR2024|Cash|86|Retail|0|86|0|190023
A1249718|S|1|27JAN2024|Card|112.5|Retail|0.55|50.6|0|192248
A1249718||1|02MAR2024|Card|58|Retail|0|58|0|188471
A1249718|38|1|02DEC2023|Card|228|Retail|0|228|0|193380
A1250221|M|1|04OCT2024|Cash|411.5|Retail|0|411.5|0|186775
A1252679|L|1|28NOV2024|Card|70|Retail|0|70|0|186860
A1252679|M|1|02FEB2024|Card|73|Retail|0|73|0|192143
A1252679|L|1|07AUG2024|Card|93|Retail|0.4|55.8|0|186855
A1252679||1|07AUG2024|Card|22.5|Retail|0|22.5|0|187630
A1252679|38|1|07AUG2024|Card|138|Retail|0|138|0|186526
A1253826|G|1|08APR2023|Card|92|Retail|0.3|64.4|0|195168
A1253826|M|1|29NOV2024|Cash|163|Retail|0|163|0|187361
A1253981|XL|1|19MAY2023|Card|117|Retail|0|117|0|195151
A1253981|M|1|15DEC2023|Card|102.5|Retail|0.5|51.3|0|192305
A1254111|M|2|24MAR2023|Cash|139.5|Retail|0|279|0|195354
A1254946|38|1|02DEC2023|Card|137|Retail|0|137|0|191102
A1254946|M|1|03JUN2024|Cash|60.5|Retail|0|60.5|0|189803
A1254946|M|1|01JUL2024|Card|81.5|Retail|0|81.5|0|189749
A1255107|M|1|03JUL2024|Card|102.5|Retail|0|102.5|0|189351
A1255297|XL|1|08JUN2024|Cash|381.5|Retail|0|381.5|0|189531
A1256117|M|1|05MAR2023|Card|80|Retail|0|80|0|196183
A1256117|M|1|05MAR2023|Card|89.5|Retail|0.35|58.2|0|195540
A1256117|S|1|08NOV2023|Card|107|Retail|0|107|0|192008
A1256117|M|1|05SEP2023|Card|74|Retail|0.5|37|0|191067
A1256117|S|1|05MAR2023|Card|188.5|Retail|0.4|113.1|0|194485
A1256117|P|1|05MAR2023|Card|109|Retail|0.35|70.9|0|195116
A1256117|M|1|10NOV2023|Card|185|Retail|0|185|0|193648
A1256117|42|1|05MAR2023|Card|294.5|Retail|0|294.5|0|194082
A1256117|M|1|05MAR2023|Card|153.5|Retail|0.3|107.5|0|195228
A1256117|M|1|04AUG2024|Cash|157|Retail|0|157|0|189648
A1256117|L|1|04AUG2024|Cash|164.5|Retail|0|164.5|0|190003
A1256117|M|1|30NOV2024|Cash|89.5|Retail|0.5|44.8|0|185471
A1256117|L|3|30NOV2024|Cash|304.5|Retail|0.45|502.5|0|187581
A1258187|L|1|07JUL2024|Card|242|Retail|0|242|0|188474
A1258187|L|3|07JUL2024|Card|83.5|Retail|0|250.5|0|188399
A1258187|S|1|07JUL2024|Card|179|Retail|0|179|0|190587
A1258187|S|1|07JUL2024|Card|69.5|Retail|0|69.5|0|189096
A1258187|M|1|01JAN2024|Card|125|Retail|0.4|75|0|193316
A1258187|M|1|30SEP2024|Cash|377|Retail|0|377|0|187139
A1258187|M|1|07JUL2024|Card|130|Retail|0|130|0|190715
A1258187|S|1|06MAY2023|Card|120|Retail|0|120|0|195467
A1258187|XL|1|06MAY2023|Card|181.5|Retail|0|181.5|0|194943
A1258187|S|1|06MAY2023|Card|197|Retail|0|197|0|196794
A1258187|M|1|06MAY2023|Card|163|Retail|0.2|130.4|0|195369
A1258189||1|25JUN2023|Cash|54|Retail|0|54|0|196080
A1258189|M|1|20DEC2023|Card|65|Retail|0.55|29.3|0|192491
A1258189|M|1|07MAR2024|Card|108.5|Retail|0|108.5|0|189781
A1258189|M|1|07MAR2024|Cash|141.5|Retail|0.4|84.9|0|190663
A1258189|S|1|13JAN2025|Card|62|Retail|0.45|34.1|0|186499
A1258189|L|1|29NOV2024|Cash|132|Retail|0.55|59.4|0|186748
A1258218|M|1|03DEC2024|Card|111|Retail|0|111|0|186999
A1258218|S|1|03DEC2024|Card|140.5|Retail|0|140.5|0|186003
A1258218|M|1|04NOV2024|Card|108|Retail|0.2|86.4|0|188016
A1258218|M|1|03DEC2024|Card|56.5|Retail|0|56.5|0|187203
A1258218|M|1|17NOV2024|Card|152.5|Retail|0|152.5|0|187542
A1258218|S|1|14OCT2024|Card|103|Retail|0.2|82.4|0|187511
A1258218|S|1|23MAR2024|Card|59|Retail|0|59|0|189127
A1258218|38|-1|23MAY2023|Card|252.5|Retail|0|-252.5|1|195642
A1258218|38|1|21MAY2023|Card|252.5|Retail|0|252.5|0|195642
A1262443|M|1|08SEP2024|Cash|309.5|Retail|0|309.5|0|185631
A1262443|S|3|01OCT2023|Cash|140.5|Retail|0|421.5|0|191359
A1262443|M|1|01DEC2024|Card|109|Retail|0.55|49.1|0|187371
A1262443|M|1|01DEC2024|Card|161|Retail|0.45|88.6|0|187866
A1262443|M|1|01DEC2024|Card|204.5|Retail|0.5|102.3|0|185870
A1263343|L|1|23FEB2024|Card|364.5|Retail|0|364.5|0|189609
A1263343|L|1|23FEB2024|Card|373.5|Retail|0|373.5|0|188855
A1263343|XXL|1|09MAR2024|Cash|69.5|Retail|0|69.5|0|193559
A1263343|L|2|30MAY2023|Card|84|Retail|0|168|0|195567
A1263343|XL|2|16MAY2023|Card|92|Retail|0|184|0|194249
A1263549|M|1|25MAY2024|Card|112.5|Retail|0|112.5|0|190154
A1263549|M|1|19MAY2024|Card|70.5|Retail|0.25|52.9|0|188085
A1263549|L|1|24FEB2024|Card|111|Retail|0.4|66.6|0|190975
A1263549|M|1|24FEB2024|Card|185|Retail|0|185|0|188600
A1263549|M|1|19MAY2024|Card|90|Retail|0|90|0|189429
A1263549|M|1|14SEP2024|Card|120|Retail|0|120|0|186042
A1263549|44|1|26MAR2024|Card|315.5|Retail|0|315.5|0|190494
A1263549|M|1|25MAY2024|Card|177|Retail|0|177|0|190861
A1263549|S|1|19JAN2024|Card|174|Retail|0|174|0|191315
A1263549|S|1|14JAN2024|Card|91.5|Retail|0|91.5|0|193654
A1263549|XXL|-1|09SEP2023|Cash|94|Retail|0|-94|1|193407
A1263549|XXL|1|01SEP2023|Cash|94|Retail|0|94|0|193407
A1263549|36|1|01SEP2023|Cash|78.5|Retail|0|78.5|0|193104
A1263549|M|1|16APR2023|Card|75|Retail|0.25|56.3|0|195852
A1263549|M|1|04DEC2023|Cash|249.5|Retail|0.5|124.8|0|192240
A1263549|M|2|01SEP2023|Cash|96.5|Retail|0|193|0|192762
A1263549|XL|1|16APR2023|Card|44|Retail|0.3|30.8|0|195202
A1263741|M|1|02JUN2023|Cash|160|Retail|0|160|0|196608
A1263741|XXL|1|23MAR2023|Card|90|Retail|0.4|54|0|196319
A1263741||1|19DEC2023|Card|27.5|Retail|0.5|13.8|0|191218
A1263741|S|1|12OCT2024|Cash|63.5|Retail|0|63.5|0|185617
A1263741|L|1|21JUN2024|Card|181.5|Retail|0|181.5|0|189066
A1263741|M|1|18FEB2025|Cash|79|Retail|0|79|0|184694
A1264048|G|1|17AUG2024|Card|118.5|Retail|0.4|71.1|0|187783
A1264048|XL|1|17AUG2024|Card|90.5|Retail|0|90.5|0|186695
A1264822|L|1|03DEC2024|Card|108|Retail|0|108|0|186915
A1264822|38|1|03DEC2024|Card|117|Retail|0|117|0|186162
A1264822|M|1|03DEC2024|Card|246|Retail|0|246|0|187954
A1264907|M|1|24DEC2024|Card|74.5|Retail|0|74.5|0|186502
A1264907|40|1|09DEC2024|Card|184.5|Retail|0|184.5|0|187114
A1264907|40|-1|15DEC2024|Card|184.5|Retail|0|-184.5|1|187114
A1264907|M|1|12AUG2023|Cash|384.5|Retail|0|384.5|0|194939
A1264907||1|10JUN2023|Card|65.5|Retail|0|65.5|0|196698
A1264949|M|1|23JUN2023|Cash|125.5|Retail|0|125.5|0|194392
A1264949|M|1|12MAY2024|Card|230.5|Retail|0|230.5|0|188127
A1264949|P|1|23APR2024|Card|97|Retail|0.25|72.8|0|190514
A1264949|S|1|10OCT2024|Card|329.5|Retail|0|329.5|0|186290
A1264949|M|3|20AUG2024|Card|94|Retail|0|282|0|186909
A1264949|S|1|20AUG2024|Card|81.5|Retail|0|81.5|0|185410
A1264949|M|1|20AUG2024|Card|139.5|Retail|0|139.5|0|186763
A1264949|P|1|04DEC2024|Card|90|Retail|0|90|0|186927
A1264949|S|-1|27NOV2024|Card|329.5|Retail|0|-329.5|1|186290
A1264998|M|1|11JAN2024|Card|269.5|Retail|0|269.5|0|192062
A1264998||1|11SEP2024|Card|16|Retail|0|16|0|188618
A1264998|M|1|03SEP2024|Card|304.5|Retail|0|304.5|0|187581
A1264998|44|1|08SEP2023|Card|104|Retail|0|104|0|194810
A1264998|L|1|19AUG2023|Card|60|Retail|0|60|0|193356
A1264998|M|1|02DEC2023|Card|83.5|Retail|0.45|45.9|0|192628
A1265316|M|1|17DEC2024|Card|358|Retail|0.55|161.1|0|187763
A1265316|M|1|17DEC2024|Card|121.5|Retail|0.5|60.8|0|187492
A1265316|S|1|17DEC2024|Card|55.5|Retail|0.5|27.8|0|186057
A1265316|M|1|03DEC2024|Card|304|Retail|0.5|152|0|187191
A1265316|L|1|15NOV2023|Cash|104|Retail|0|104|0|193393
A1265766||1|22JUN2023|Cash|61.5|Retail|0|61.5|0|196817
A1266199|M|3|07AUG2024|Card|98.5|Retail|0|295.5|0|188832
A1266483|M|1|08JAN2025|Card|112|Retail|0.45|61.6|0|187901
A1266483|L|1|08JAN2025|Card|119.5|Retail|0.55|53.8|0|186361
A1266483|M|1|09NOV2024|Cash|88.5|Retail|0|88.5|0|186423
A1266483|38|-1|14FEB2024|Card|102.5|Retail|0|-102.5|1|193598
A1266483|G|1|27JUN2024|Card|132.5|Retail|0|132.5|0|188952
A1266483|M|1|27JUN2024|Card|171|Retail|0|171|0|189794
A1266483|S|1|03SEP2024|Cash|124|Retail|0.45|68.2|0|186450
A1266483|M|1|10APR2024|Card|53.5|Retail|0|53.5|0|190314
A1266483|M|1|17FEB2024|Card|107|Retail|0|107|0|190661
A1266483|38|1|08MAR2023|Cash|177|Retail|0|177|0|196292
A1266483|38|1|17AUG2023|Card|287|Retail|0|287|0|196240
A1266483|L|1|22SEP2023|Card|139.5|Retail|0|139.5|0|193330
A1266483|G|1|08MAR2023|Cash|91|Retail|0|91|0|196232
A1266483|M|1|22SEP2023|Card|89.5|Retail|0|89.5|0|191869
A1266483|38|1|17DEC2023|Card|102.5|Retail|0|102.5|0|193598
A1266483|M|1|22SEP2023|Card|105.5|Retail|0|105.5|0|191443
A1266483|46|1|08MAR2023|Cash|124.5|Retail|0|124.5|0|196682
A1266483|46|1|17AUG2023|Card|216.5|Retail|0|216.5|0|194550
A1266483|XL|1|22SEP2023|Card|63|Retail|0|63|0|191063
A1266500|40|1|09SEP2024|Card|209|Retail|0.45|115|0|186308
A1266500|S|1|13AUG2024|Cash|123.5|Retail|0|123.5|0|189026
A1266500|M|1|13JUN2024|Cash|64|Retail|0|64|0|188567
A1266500|L|1|03FEB2025|Card|93.5|Retail|0|93.5|0|184803
A1266500|S|1|05DEC2024|Card|198.5|Retail|0.5|99.3|0|187226
A1266500|M|1|08FEB2025|Card|169|Retail|0|169|0|187112
A1266500|M|1|16NOV2024|Cash|264.5|Retail|0|264.5|0|187222
A1266500|S|1|08FEB2025|Card|160|Retail|0|160|0|187776
A1266500|S|1|26DEC2024|Card|64|Retail|0|64|0|186837
A1266500|36|1|16NOV2024|Cash|85|Retail|0|85|0|185226
A1266500|S|1|16NOV2024|Cash|120.5|Retail|0|120.5|0|187849
A1266500|L|1|26NOV2024|Card|169|Retail|0.55|76.1|0|187112
A1266500|M|1|05DEC2024|Card|67|Retail|0.5|33.5|0|185135
A1266500|M|1|05DEC2024|Card|96|Retail|0.45|52.8|0|186929
A1267014|L|1|08NOV2024|Card|171|Retail|0|171|0|186129
A1267014|M|1|25JAN2024|Cash|256|Retail|0|256|0|192859
A1268482|36|1|09JAN2024|Cash|121|Retail|0|121|0|192376
A1268482|M|1|09JAN2024|Cash|277.5|Retail|0|277.5|0|192348
A1268482|M|1|09JAN2024|Cash|188.5|Retail|0|188.5|0|191802
A1268482|38|1|24AUG2023|Card|104.5|Retail|0|104.5|0|193676
A1268482|S|1|24AUG2023|Card|125.5|Retail|0.5|62.8|0|191157
A1268674|P|1|01FEB2025|Card|158.5|Retail|0|158.5|0|185886
A1268674|S|1|21JAN2025|Card|228|Retail|0.5|114|0|185328
A1269255|G|1|01SEP2024|Card|148.5|Retail|0|148.5|0|188824
A1269255|44|1|30MAY2024|Card|153|Retail|0|153|0|189298
A1270970|XXL|1|27DEC2023|Card|291.5|Retail|0|291.5|0|193951
A1270970|M|1|08JAN2025|Card|304.5|Retail|0.55|137|0|186936
A1271534|M|3|18MAR2023|Card|215.5|Retail|0|646.5|0|195802
A1271534|M|2|25DEC2023|Card|231|Retail|0.55|208|0|193410
A1271744|M|1|19DEC2024|Card|195.5|Retail|0.55|88|0|186505
A1271744|M|2|14JUN2024|Card|181|Retail|0|362|0|189353
A1272393|M|1|18MAY2024|Card|99|Retail|0|99|0|189799
A1272724|M|1|07OCT2023|Card|112.5|Retail|0|112.5|0|193486
A1272724|M|1|02DEC2024|Card|297|Retail|0.5|148.5|0|187035
A1273316|M|1|03DEC2024|Card|343|Retail|0.5|171.5|0|185120
A1273316|S|1|03DEC2024|Card|96.5|Retail|0.45|53.1|0|185722
A1273316||1|20OCT2024|Card|27.5|Retail|0|27.5|0|186391
A1273316|XL|1|12DEC2024|Card|101|Retail|0.55|45.5|0|186112
A1273826|M|1|03DEC2024|Cash|139.5|Retail|0.5|69.8|0|186523
A1273826|M|2|25JAN2025|Card|108|Retail|0|216|0|187557
A1273826|M|1|13SEP2024|Card|102|Retail|0|102|0|188579
A1273826|M|1|12AUG2024|Cash|144.5|Retail|0|144.5|0|185162
A1273826|G|1|09SEP2024|Cash|113.5|Retail|0.2|90.8|0|187678
A1273826|M|3|12AUG2024|Cash|174|Retail|0|522|0|185271
A1273826|M|1|17APR2024|Cash|58|Retail|0|58|0|190713
A1273826|S|1|14APR2024|Cash|69|Retail|0|69|0|190789
A1277403|L|1|16JAN2024|Card|124.5|Retail|0.45|68.5|0|193956
A1277403|P|1|06OCT2024|Cash|118.5|Retail|0|118.5|0|187783
A1277403|XL|2|07MAR2024|Cash|238|Retail|0|476|0|188132
A1277403|M|1|18AUG2024|Card|181|Retail|0.5|90.5|0|186873
A1277403|P|1|13OCT2024|Card|100.5|Retail|0.2|80.4|0|187236
A1277403|L|1|07MAR2024|Cash|137.5|Retail|0.35|89.4|0|188661
A1277403|M|1|07MAR2024|Cash|181.5|Retail|0.35|118|0|189586
A1277403|M|1|18AUG2024|Card|77|Retail|0|77|0|188031
A1277403|L|1|19SEP2024|Card|108.5|Retail|0|108.5|0|185773
A1277403|M|1|18AUG2024|Card|131|Retail|0.45|72.1|0|187160
A1277403|36|1|01JUL2023|Card|69.5|Retail|0|69.5|0|196744
A1277403|M|1|21DEC2023|Cash|167|Retail|0.45|91.9|0|193508
A1277403|M|1|27MAY2023|Card|97.5|Retail|0|97.5|0|196064
A1277403|S|1|01JUL2023|Card|60|Retail|0|60|0|194301
A1277403|M|1|01JUL2023|Card|132|Retail|0|132|0|194200
A1277403|M|1|01JUL2023|Card|52.5|Retail|0|52.5|0|194837
A1277403|S|1|01JUL2023|Card|74|Retail|0|74|0|195885
A1277403|M|1|01JUL2023|Card|161.5|Retail|0|161.5|0|194761
A1277403|L|1|09NOV2023|Card|283.5|Retail|0|283.5|0|192183
A1277403|M|3|01JUL2023|Card|72|Retail|0|216|0|194779
A1277403||1|03JAN2025|Card|36|Retail|0|36|0|186174
A1277403||1|12NOV2024|Cash|26|Retail|0|26|0|186590
A1277403|M|1|30OCT2024|Card|154.5|Retail|0|154.5|0|185714
A1277403|S|1|07NOV2024|Cash|246|Retail|0|246|0|187304
A1277403|L|1|04JAN2025|Cash|305|Retail|0.5|152.5|0|187971
A1277403|M|-1|14NOV2024|Card|154.5|Retail|0|-154.5|1|185714
A1277403|S|1|15OCT2024|Card|125|Retail|0.25|93.8|0|187570
A1277484|38|2|15JUN2024|Card|208|Retail|0|416|0|188918
A1277484||1|09OCT2024|Cash|14|Retail|0|14|0|186824
A1277484|M|1|15JUN2024|Card|263.5|Retail|0|263.5|0|188543
A1277484|S|1|23MAR2024|Card|130|Retail|0.35|84.5|0|190715
A1277571|M|1|06SEP2024|Card|92.5|Retail|0|92.5|0|186559
A1277571|M|1|13MAY2023|Card|131.5|Retail|0|131.5|0|196451
A1277571|S|1|12DEC2023|Cash|99.5|Retail|0.5|49.8|0|192139
A1277571|M|1|21DEC2023|Card|100.5|Retail|0|100.5|0|193497
A1277571|S|1|01DEC2024|Card|161.5|Retail|0.5|80.8|0|187727
A1277571|M|1|11JAN2025|Card|156|Retail|0|156|0|186519
A1277707|M|1|06JAN2024|Card|112.5|Retail|0|112.5|0|193190
A1277707|M|1|29DEC2024|Card|115.5|Retail|0.35|75.1|0|187169
A1277707||1|21OCT2024|Card|80.5|Retail|0.25|60.4|0|187858
A1278854|L|1|11SEP2023|Cash|93|Retail|0|93|0|192632
A1278854|S|1|04FEB2024|Cash|73.5|Retail|0|73.5|0|190141
A1278854|P|1|16APR2024|Cash|131|Retail|0.4|78.6|0|189578
A1278854|M|1|26AUG2024|Card|131.5|Retail|0|131.5|0|190669
A1278854|M|1|22AUG2024|Cash|196.5|Retail|0|196.5|0|190643
A1278854||1|04FEB2024|Cash|24.5|Retail|0|24.5|0|190204
A1278854|M|1|04FEB2024|Cash|96|Retail|0|96|0|189858
A1278854|M|1|04FEB2024|Cash|114.5|Retail|0|114.5|0|188610
A1278854|M|1|04FEB2024|Cash|223.5|Retail|0|223.5|0|188621
A1278854|38|1|16APR2024|Cash|200.5|Retail|0|200.5|0|190286
A1278854||1|16JAN2025|Cash|31|Retail|0|31|0|186339
A1278854|M|3|16JAN2025|Cash|95.5|Retail|0|286.5|0|187539
A1278854|S|1|16JAN2025|Cash|199|Retail|0|199|0|186867
A1278854|S|1|16JAN2025|Cash|92.5|Retail|0|92.5|0|187747
A1278854||1|16JAN2025|Cash|83.5|Retail|0|83.5|0|187084
A1278854|48|1|16JAN2025|Cash|205|Retail|0|205|0|187816
A1279450|L|1|07MAR2023|Card|52|Retail|0|52|0|199452
A1279450|S|1|01APR2024|Cash|93.5|Retail|0|93.5|0|189125
A1279450|L|1|01APR2024|Cash|109|Retail|0|109|0|190496
A1279450|M|1|02JUN2024|Cash|102|Retail|0.25|76.5|0|188902
A1279450|M|1|01APR2024|Cash|129.5|Retail|0|129.5|0|188741
A1279641|S|1|17AUG2023|Card|135|Retail|0|135|0|191419
A1279641|S|1|16AUG2023|Card|151|Retail|0.45|83.1|0|193445
A1279641|M|1|23DEC2023|Card|219.5|Retail|0.5|109.8|0|193154
A1279641|38|1|08MAR2023|Cash|99.5|Retail|0|99.5|0|196068
A1279641|38|1|17AUG2023|Card|231.5|Retail|0|231.5|0|191570
A1279641|XXL|-1|17AUG2023|Card|82.5|Retail|0|-82.5|1|192446
A1279641||1|03AUG2023|Cash|75.5|Retail|0|75.5|0|194624
A1279641|L|1|17AUG2023|Card|97.5|Retail|0.45|53.6|0|192809
A1279641|M|1|03AUG2023|Cash|114|Retail|0|114|0|196903
A1279641|XXL|1|17AUG2023|Card|82.5|Retail|0|82.5|0|192446
A1279641|L|1|17AUG2023|Card|112.5|Retail|0|112.5|0|191512
A1279641|M|1|11OCT2023|Card|131|Retail|0|131|0|192290
A1279641|M|-1|17AUG2023|Card|79.5|Retail|0|-79.5|1|191701
A1279641|M|1|17AUG2023|Card|79.5|Retail|0|79.5|0|191701
A1279641|M|1|21NOV2024|Card|206|Retail|0|206|0|186234
A1279641|M|1|03DEC2024|Card|117|Retail|0.45|64.4|0|186415
A1279641|M|1|03DEC2024|Card|52.5|Retail|0.45|28.9|0|187723
A1279641|L|1|21NOV2024|Card|94|Retail|0|94|0|186730
A1279698|L|1|01DEC2024|Cash|239|Retail|0|239|0|186957
A1279698|M|1|20JAN2025|Card|169.5|Retail|0|169.5|0|185890
A1279698||1|11JUN2024|Card|45|Retail|0|45|0|188280
